id,MealDBid,name,category,area,recipe,ingredients,measurements,image,source
372,53045,Portuguese fish stew (Caldeirada de peixe),Seafood,Portuguese,"STEP 1

Heat a drizzle of oil in a large, deep-sided frying pan, and fry the onion and pepper on a medium heat until softened but not browned. Finely chop the coriander stalks (keep the leaves for later), and add to the pan with the chilli and chopped garlic. Fry for another few minutes. Add the wine, saffron and bay leaf and let it simmer until reduced by half.

STEP 2

Add the potatoes, tomatoes, and 300ml water and bring to a gentle boil. Break up the tomatoes with a spoon on the side of the pan and simmer for 20-25 minutes until the potatoes are just tender, and the tomatoes have broken down.

STEP 3

Season well, then gently push the fish into the sauce, and arrange the squid, prawns, clams and mussels on the surface. Put the lid on and cook for 6-8 minutes until the mussel and clam shells have opened, the prawns are cooked and the fish is flaky. Toast the bread, rub lightly with the halved garlic clove and drizzle with olive oil. Serve the stew scatted with chopped coriander leaves, and the toasts for dunking.","['Onions', 'Red Pepper', 'Coriander', 'Red Chilli', 'Garlic', 'Dry White Wine', 'Saffron', 'Bay Leaf', 'Potatoes', 'Plum Tomatoes', 'Cod', 'Squid', 'Tiger Prawns', 'Clams', 'Mussels', 'Baguette']","['2 finely chopped', '1 Diced', 'Small bunch', '1 small', '3 cloves', '400ml', 'Pinch', '1', '300g', '400g', '600g', '300g', '8', '500g', '500g', '1 sliced', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/do7zps1614349775.jpg,https://www.olivemagazine.com/recipes/one-pots/portuguese-fish-stew-caldeirada-de-peixe/
373,53083,Lamb Pilaf (Plov),Lamb,Russian,"Place the raisins and prunes into a small bowl and pour over enough water to cover. Add lemon juice and let soak for at least 1 hour. Drain. Roughly chop the prunes.

Meanwhile, heat the butter in a large pan, add the onion, and cook for 5 minutes. Add cubed lamb, ground lamb, and crushed garlic cloves. Fry for 5 minutes, stirring constantly until browned.

Pour 2/3 cup (150 milliliters) of stock into the pan. Bring to a boil, then lower the heat, cover, and simmer for 1 hour, or until the lamb is tender.

Add the remaining stock and bring to a boil. Add rinsed long-grain white rice and a large pinch of saffron. Stir, then cover, and simmer for 15 minutes, or until the rice is tender.

Add the drained raisins, drained chopped prunes, and salt and pepper to taste. Heat through for a few minutes, then turn out onto a warmed serving dish and garnish with sprigs of flat-leaf parsley.","['Lamb', 'Prunes', 'Lemon Juice', 'Butter', 'Onion', 'Lamb', 'Garlic', 'Vegetable Stock', 'Rice', 'Saffron', 'Parsley']","['50g', '120g', '1 tbs', '2 tbs', '1 chopped', '450g', '2 cloves', '600ml', '2 cups ', 'Pinch', 'Garnish', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/kos9av1699014767.jpg,https://www.thespruceeats.com/russian-lamb-pilaf-plov-recipe-1137309
374,52894,Battenberg Cake,Dessert,British,"Heat oven to 180C/160C fan/gas 4 and line the base and sides of a 20cm square tin with baking parchment (the easiest way is to cross 2 x 20cm-long strips over the base). To make the almond sponge, put the butter, sugar, flour, ground almonds, baking powder, eggs, vanilla and almond extract in a large bowl. Beat with an electric whisk until the mix comes together smoothly. Scrape into the tin, spreading to the corners, and bake for 25-30 mins – when you poke in a skewer, it should come out clean. Cool in the tin for 10 mins, then transfer to a wire rack to finish cooling while you make the second sponge.
For the pink sponge, line the tin as above. Mix all the ingredients together as above, but don’t add the almond extract. Fold in some pink food colouring. Then scrape it all into the tin and bake as before. Cool.
To assemble, heat the jam in a small pan until runny, then sieve. Barely trim two opposite edges from the almond sponge, then well trim a third edge. Roughly measure the height of the sponge, then cutting from the well-trimmed edge, use a ruler to help you cut 4 slices each the same width as the sponge height. Discard or nibble leftover sponge. Repeat with pink cake.
Take 2 x almond slices and 2 x pink slices and trim so they are all the same length. Roll out one marzipan block on a surface lightly dusted with icing sugar to just over 20cm wide, then keep rolling lengthways until the marzipan is roughly 0.5cm thick. Brush with apricot jam, then lay a pink and an almond slice side by side at one end of the marzipan, brushing jam in between to stick sponges, and leaving 4cm clear marzipan at the end. Brush more jam on top of the sponges, then sandwich remaining 2 slices on top, alternating colours to give a checkerboard effect. Trim the marzipan to the length of the cakes.
Carefully lift up the marzipan and smooth over the cake with your hands, but leave a small marzipan fold along the bottom edge before you stick it to the first side. Trim opposite side to match size of fold, then crimp edges using fingers and thumb (or, more simply, press with prongs of fork). If you like, mark the 10 slices using the prongs of a fork.
Assemble second Battenberg and keep in an airtight box or well wrapped in cling film for up to 3 days. Can be frozen for up to a month.","['Butter', 'Caster Sugar', 'Self-raising Flour', 'Almonds', 'Baking Powder', 'Eggs', 'Vanilla Extract', 'Almond Extract', 'Butter', 'Caster Sugar', 'Self-raising Flour', 'Almonds', 'Baking Powder', 'Eggs', 'Vanilla Extract', 'Almond Extract', 'Pink Food Colouring', 'Apricot', 'Marzipan', 'Icing Sugar']","['175g', '175g', '140g', '50g', '½ tsp', '3 Medium', '½ tsp', '¼ teaspoon', '175g', '175g', '140g', '50g', '½ tsp', '3 Medium', '½ tsp', '¼ teaspoon', '½ tsp', '200g', '1kg', 'Dusting']",https://www.themealdb.com/images/media/meals/ywwrsp1511720277.jpg,https://www.bbcgoodfood.com/recipes/1120657/battenberg-cake
375,52768,Apple Frangipan Tart,Dessert,British,"Preheat the oven to 200C/180C Fan/Gas 6.
Put the biscuits in a large re-sealable freezer bag and bash with a rolling pin into fine crumbs. Melt the butter in a small pan, then add the biscuit crumbs and stir until coated with butter. Tip into the tart tin and, using the back of a spoon, press over the base and sides of the tin to give an even layer. Chill in the fridge while you make the filling.
Cream together the butter and sugar until light and fluffy. You can do this in a food processor if you have one. Process for 2-3 minutes. Mix in the eggs, then add the ground almonds and almond extract and blend until well combined.
Peel the apples, and cut thin slices of apple. Do this at the last minute to prevent the apple going brown. Arrange the slices over the biscuit base. Spread the frangipane filling evenly on top. Level the surface and sprinkle with the flaked almonds.
Bake for 20-25 minutes until golden-brown and set.
Remove from the oven and leave to cool for 15 minutes. Remove the sides of the tin. An easy way to do this is to stand the tin on a can of beans and push down gently on the edges of the tin.
Transfer the tart, with the tin base attached, to a serving plate. Serve warm with cream, crème fraiche or ice cream.","['digestive biscuits', 'butter', 'Bramley apples', 'butter, softened', 'caster sugar', 'free-range eggs, beaten', 'ground almonds', 'almond extract', 'flaked almonds']","['175g/6oz', '75g/3oz', '200g/7oz', '75g/3oz', '75g/3oz', '2', '75g/3oz', '1 tsp', '50g/1¾oz']",https://www.themealdb.com/images/media/meals/wxywrq1468235067.jpg,
376,52777,Mediterranean Pasta Salad,Seafood,Italian,"Bring a large saucepan of salted water to the boil
Add the pasta, stir once and cook for about 10 minutes or as directed on the packet.
Meanwhile, wash the tomatoes and cut into quarters. Slice the olives. Wash the basil.
Put the tomatoes into a salad bowl and tear the basil leaves over them. Add a tablespoon of olive oil and mix.
When the pasta is ready, drain into a colander and run cold water over it to cool it quickly.
Toss the pasta into the salad bowl with the tomatoes and basil.
Add the sliced olives, drained mozzarella balls, and chunks of tuna. Mix well and let the salad rest for at least half an hour to allow the flavours to mingle.
Sprinkle the pasta with a generous grind of black pepper and drizzle with the remaining olive oil just before serving.","['mozzarella balls', 'baby plum tomatoes', 'fresh basil', 'farfalle', 'extra virgin olive oil', 'Green Olives', 'tuna', 'salt', 'pepper']","['200 g', '250 g', '1  bunch', '350 g', '3  tablespoons', '40 g', '200 g', 'to taste', 'to taste']",https://www.themealdb.com/images/media/meals/wvqpwt1468339226.jpg,https://thelemonsqueezy.com/recipe/mediterranean-pasta-salad/
377,52936,Saltfish and Ackee,Seafood,Jamaican,"For the saltfish, soak the salt cod overnight, changing the water a couple of times.
Drain, then put the cod in a large pan of fresh water and bring to the boil. Drain again, add fresh water and bring to the boil again.
Simmer for about five minutes, or until cooked through, then drain and flake the fish into large pieces. Discard any skin or bones.
For the dumplings, mix the flour and suet with a pinch of salt and 250ml/9fl oz water to make a dough.
Wrap the mixture in clingfilm and leave in the fridge to rest.
Open the can of ackee, drain and rinse, then set aside.
Heat a tablespoon of olive oil in a pan and fry the onion until softened but not brown.
Add the spices, seasoning, pepper sauce and sliced peppers and continue to fry until the peppers are tender.
Add the chopped tomatoes, then the salt cod and mix together. Lastly stir in the ackee very gently and leave to simmer until ready to serve.
When you’re almost ready to eat, heat about 1cm/½in vegetable oil in a frying pan and heat until just smoking.
Shape the dumpling mix into plum-size balls and shallow-fry until golden-brown. (CAUTION: hot oil can be dangerous. Do not leave the pan unattended.)
Drain the dumplings on kitchen paper and serve with the saltfish and ackee.","['Salt Cod', 'Ackee', 'Onion', 'Paprika', 'Curry Powder', 'Jerusalem Artichokes', 'Hotsauce', 'Red Pepper', 'Yellow Pepper', 'Tomatoes', 'Salt', 'Pepper', 'Self-raising Flour', 'Suet', 'Salt', 'Olive Oil']","['450g', '400g', '1 chopped', '1 tsp ', '2 tsp', '2 tsp', '1 tsp ', '1 sliced', '1 sliced', '200g', 'to taste', 'to taste', '250g', '30g', 'pinch', 'for frying']",https://www.themealdb.com/images/media/meals/vytypy1511883765.jpg,https://www.bbc.co.uk/food/recipes/saltfish__ackee_with_64803
378,52794,Vegan Chocolate Cake,Vegan,American,Simply mix all dry ingredients with wet ingredients and blend altogether. Bake for 45 min on 180 degrees. Decorate with some melted vegan chocolate ,"['self raising flour', 'coco sugar', 'cacao', 'baking powder', 'flax eggs', 'almond milk', 'vanilla', 'water']","['1 1/4 cup', '1/2 cup', '1/3 cup raw', '1 tsp', '2', '1/2 cup', '1 tsp', '1/2 cup boiling']",https://www.themealdb.com/images/media/meals/qxutws1486978099.jpg,
379,52942,Roast fennel and aubergine paella,Vegan,Spanish,"1 Put the fennel, aubergine, pepper and courgette in a roasting tray. Add a glug of olive oil, season with salt and pepper and toss around to coat the veggies in the oil. Roast in the oven for 20 minutes, turning a couple of times until the veg are pretty much cooked through and turning golden.

2 Meanwhile, heat a paella pan or large frying pan over a low– medium heat and add a glug of olive oil. Sauté the onion for 8–10 minutes until softened. Increase the heat to medium and stir in the rice, paprika and saffron. Cook for around 1 minute to start toasting the rice, then add the white wine. Reduce by about half before stirring in two-thirds of the stock. Reduce to a simmer and cook for 10 minutes without a lid, stirring a couple of times.

3 Stir in the peas, add some seasoning, then gently mix in the roasted veg. Pour over the remaining stock, arrange the lemon wedges on top and cover with a lid or some aluminium foil. Cook for a further 10 minutes.

4 To ensure you get the classic layer of toasted rice at the bottom of the pan, increase the heat to high until you hear a slight crackle. Remove from the heat and sit for 5 minutes before sprinkling over the parsley and serving.","['Baby Aubergine', 'Fennel', 'Red Pepper', 'Courgettes', 'Onion', 'Paella Rice', 'Paprika', 'Saffron', 'White Wine', 'Vegetable Stock', 'Frozen Peas', 'Lemon', 'Parsley', 'Salt', 'Black Pepper']","['6 small', '4 small', '1 thinly sliced', '1 medium', '1 finely chopped ', '300g', '1 tsp ', 'pinch', '200ml', '700ml', '100g ', '1 chopped', 'Handful', 'pinch', 'pinch']",https://www.themealdb.com/images/media/meals/1520081754.jpg,https://www.homestylemag.co.uk/recipe/517/main-courses/roast-fennel-and-aubergine-paella
380,52851,Nutty Chicken Curry,Chicken,Indian,"Finely slice a quarter of the chilli, then put the rest in a food processor with the ginger, garlic, coriander stalks and one-third of the leaves. Whizz to a rough paste with a splash of water if needed.
Heat the oil in a frying pan, then quickly brown the chicken chunks for 1 min. Stir in the paste for another min, then add the peanut butter, stock and yogurt. When the sauce is gently bubbling, cook for 10 mins until the chicken is just cooked through and sauce thickened. Stir in most of the remaining coriander, then scatter the rest on top with the chilli, if using. Eat with rice or mashed sweet potato.","['Red Chilli', 'Ginger', 'Garlic', 'Coriander', 'Sunflower Oil', 'Chicken Breasts', 'Peanut Butter', 'Chicken Stock', 'Greek Yogurt']","['1 large', '0.5', '1 large', 'Bunch', '1 tbsp', '4', '5 tblsp ', '150ml', '200g']",https://www.themealdb.com/images/media/meals/yxsurp1511304301.jpg,https://www.bbcgoodfood.com/recipes/11753/nutty-chicken-curry
381,53081,Potato Salad (Olivier Salad),Vegetarian,Russian,"Cut the potatoes and carrots into small uniform cubes.
Place them in a large pot and fill with water.
Add salt and vinegar. Bring it to a boil over medium high heat, and then reduce the heat to medium and continue to cook until the potatoes are cooked through, about 15 minutes. Drain the potatoes and let it cool to room temperature.
Meanwhile, cut the sausage and pickles into small cubes, and chop the green onions.
Cut the hard-boiled eggs into small cubes as well.
If using fresh dill, chop them as well.
In a large bowl, combine potatoes, carrots, sausage, pickles, peas and green onions.
Add mayo and dill and mix until well combined.
Salt and pepper to taste. Cover with a plastic wrap and refrigerate for at least 1 hour before serving.","['Potatoes', 'Carrots', 'Salt', 'White Wine Vinegar', 'Eggs', 'Sausages', 'Dill', 'Peas', 'Onions', 'Mayonnaise']","['4', '3', '1 tbs', '1/2 tbs', '4', '7 oz ', '4 oz ', '1 can ', '4', '1 cup ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/ebvuir1699013665.jpg,https://www.sweetandsavorybyshinee.com/russian-potato-salad/
382,52874,Beef and Mustard Pie,Beef,British,"Preheat the oven to 150C/300F/Gas 2.
Toss the beef and flour together in a bowl with some salt and black pepper.
Heat a large casserole until hot, add half of the rapeseed oil and enough of the beef to just cover the bottom of the casserole.
Fry until browned on each side, then remove and set aside. Repeat with the remaining oil and beef.
Return the beef to the pan, add the wine and cook until the volume of liquid has reduced by half, then add the stock, onion, carrots, thyme and mustard, and season well with salt and pepper.
Cover with a lid and place in the oven for two hours.
Remove from the oven, check the seasoning and set aside to cool. Remove the thyme.
When the beef is cool and you're ready to assemble the pie, preheat the oven to 200C/400F/Gas 6.
Transfer the beef to a pie dish, brush the rim with the beaten egg yolks and lay the pastry over the top. Brush the top of the pastry with more beaten egg.
Trim the pastry so there is just enough excess to crimp the edges, then place in the oven and bake for 30 minutes, or until the pastry is golden-brown and cooked through.
For the green beans, bring a saucepan of salted water to the boil, add the beans and cook for 4-5 minutes, or until just tender.
Drain and toss with the butter, then season with black pepper.
To serve, place a large spoonful of pie onto each plate with some green beans alongside.","['Beef', 'Plain Flour', 'Rapeseed Oil', 'Red Wine', 'Beef Stock', 'Onion', 'Carrots', 'Thyme', 'Mustard', 'Egg Yolks', 'Puff Pastry', 'Green Beans', 'Butter', 'Salt', 'Pepper']","['1kg', '2 tbs', '2 tbs', '200ml', '400ml', '1 finely sliced', '2 chopped', '3 sprigs', '2 tbs', '2 free-range', '400g', '300g', '25g', 'pinch', 'pinch']",https://www.themealdb.com/images/media/meals/sytuqu1511553755.jpg,https://www.bbc.co.uk/food/recipes/beef_and_mustard_pie_58002
383,52907,Duck Confit,Miscellaneous,French,"The day before you want to make the dish, scatter half the salt, half the garlic and half of the herbs over the base of a small shallow dish. Lay the duck legs, skin-side up, on top, then scatter over the remaining salt, garlic and herbs. Cover the duck and refrigerate overnight. This can be done up to 2 days ahead.
Pour the wine into a saucepan that will snugly fit the duck legs in a single layer. Brush the salt off the duck legs and place them, skin-side down, in the wine. Cover the pan with a lid and place over a medium heat. As soon as the wine starts to bubble, turn the heat down to the lowest setting and cook for 2 hours, checking occasionally that the liquid is just barely simmering. (If you own a heat diffuser, it would be good to use it here.) After 2 hours, the duck legs should be submerged in their own fat and the meat should feel incredibly tender when prodded. Leave to cool.
The duck legs are now cooked and can be eaten immediately – or you can follow the next step if you like them crisp. If you are preparing ahead, pack the duck legs tightly into a plastic container or jar and pour over the fat, but not the liquid at the bottom of the pan. Cover and leave in the fridge for up to a month, or freeze for up to 3 months. The liquid you are left with makes a tasty gravy, which can be chilled or frozen until needed.
To reheat and crisp up the duck legs, heat oven to 220C/fan 200C/gas 7. Remove the legs from the fat and place them, skin-side down, in an ovenproof frying pan. Roast for 30-40 mins, turning halfway through, until brown and crisp. Serve with the reheated gravy, a crisp salad and some crisp golden ptoatoes.","['Sea Salt', 'Bay Leaf', 'Garlic', 'Thyme', 'Duck Legs', 'White Wine']","['Handful', '4', '4 cloves', 'Handful', '4', '100ml']",https://www.themealdb.com/images/media/meals/wvpvsu1511786158.jpg,https://www.bbcgoodfood.com/recipes/2085/barneys-confit-of-duck
384,52840,Clam chowder,Starter,American,"Rinse the clams in several changes of cold water and drain well. Tip the clams into a large pan with 500ml of water. Cover, bring to the boil and simmer for 2 mins until the clams have just opened. Tip the contents of the pan into a colander over a bowl to catch the clam stock. When cool enough to handle, remove the clams from their shells – reserving a handful of empty shells for presentation if you want. Strain the clam stock into a jug, leaving any grit in the bottom of the bowl. You should have around 800ml stock.
Heat the butter in the same pan and sizzle the bacon for 3-4 mins until it starts to brown. Stir in the onion, thyme and bay and cook everything gently for 10 mins until the onion is soft and golden. Scatter over the flour and stir in to make a sandy paste, cook for 2 mins more, then gradually stir in the clam stock then the milk and the cream.
Throw in the potatoes, bring everything to a simmer and leave to bubble away gently for 10 mins or until the potatoes are cooked. Use a fork to crush a few of the potato chunks against the side of the pan to help thicken – you still want lots of defined chunks though. Stir through the clam meat and the few clam shells, if you've gone down that route, and simmer for a minute to reheat. Season with plenty of black pepper and a little salt, if needed, then stir through the parsley just before ladling into bowls or hollowed-out crusty rolls.","['Clams', 'Butter', 'Bacon', 'Onion', 'Thyme', 'Bay Leaf', 'Plain Flour', 'Milk', 'Double Cream', 'Potatoes', 'Parsley']","['1½ kg', '50g', '150g', '1 finely chopped ', 'sprigs of fresh', '1', '1 tbls', '150ml', '150ml', '2 medium', 'Chopped']",https://www.themealdb.com/images/media/meals/rvtvuw1511190488.jpg,https://www.bbcgoodfood.com/recipes/clam-chowder
385,53030,Feteer Meshaltet,Side,Egyptian,"Mix the flour and salt then pour one cup of water and start kneading.
If you feel the dough is still not coming together or too dry, gradually add the remaining water until you get a dough that is very elastic so that when you pull it and it won’t be torn.
Let the dough rest for just 10 minutes then divide the dough into 6-8 balls depending on the size you want for your feteer.
Warm up the butter/ghee or oil you are using and pour into a deep bowl.
Immerse the dough balls into the warm butter. Let it rest for 15 to 20 minutes.
Preheat oven to 550F.
Stretch the first ball with your hands on a clean countertop. Stretch it as thin as you can, the goal here is to see your countertop through the dough.
Fold the dough over itself to form a square brushing in between folds with the butter mixture.
Set aside and start making the next ball.
Stretch the second one thin as we have done for the first ball.
Place the previous one on the middle seam side down. Fold the outer one over brushing with more butter mixture as you fold. Set aside.
Keep doing this for the third and fourth balls. Now we have one ready, place on a 10 inch baking/pie dish seam side down and brush the top with more butter.
Repeat for the remaining 4 balls to make a second one. With your hands lightly press the folded feteer to spread it on the baking dish.
Place in preheated oven for 10 minutes when the feteer starts puffing turn on the broiler to brown the top.
When it is done add little butter on top and cover so it won’t get dry.","['Flour', 'Water', 'Salt', 'Unsalted Butter', 'Olive Oil']","['4 cups ', '1 1/2 cups ', '1/4 tsp', '1 cup ', '1/4 cup', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",https://www.themealdb.com/images/media/meals/9f4z6v1598734293.jpg,https://amiraspantry.com/egyptian-feteer-meshaltet/
386,52795,Chicken Handi,Chicken,Indian,"Take a large pot or wok, big enough to cook all the chicken, and heat the oil in it. Once the oil is hot, add sliced onion and fry them until deep golden brown. Then take them out on a plate and set aside.
To the same pot, add the chopped garlic and sauté for a minute. Then add the chopped tomatoes and cook until tomatoes turn soft. This would take about 5 minutes.
Then return the fried onion to the pot and stir. Add ginger paste and sauté well.
Now add the cumin seeds, half of the coriander seeds and chopped green chillies. Give them a quick stir.
Next goes in the spices – turmeric powder and red chilli powder. Sauté the spices well for couple of minutes.
Add the chicken pieces to the wok, season it with salt to taste and cook the chicken covered on medium-low heat until the chicken is almost cooked through. This would take about 15 minutes. Slowly sautéing the chicken will enhance the flavor, so do not expedite this step by putting it on high heat.
When the oil separates from the spices, add the beaten yogurt keeping the heat on lowest so that the yogurt doesn’t split. Sprinkle the remaining coriander seeds and add half of the dried fenugreek leaves. Mix well.
Finally add the cream and give a final mix to combine everything well.
Sprinkle the remaining kasuri methi and garam masala and serve the chicken handi hot with naan or rotis. Enjoy!","['Chicken', 'Onion', 'Tomatoes', 'Garlic', 'Ginger paste', 'Vegetable oil', 'Cumin seeds', 'Coriander seeds', 'Turmeric powder', 'Chilli powder', 'Green chilli', 'Yogurt', 'Cream', 'fenugreek', 'Garam masala', 'Salt']","['1.2 kg', '5 thinly sliced', '2 finely chopped', '8 cloves chopped', '1 tbsp', '¼ cup', '2 tsp', '3 tsp', '1 tsp', '1 tsp', '2', '1 cup', '¾ cup', '3 tsp Dried', '1 tsp', 'To taste']",https://www.themealdb.com/images/media/meals/wyxwsp1486979827.jpg,
387,52871,Yaki Udon,Vegetarian,Japanese,"Boil some water in a large saucepan. Add 250ml cold water and the udon noodles. (As they are so thick, adding cold water helps them to cook a little bit slower so the middle cooks through). If using frozen or fresh noodles, cook for 2 mins or until al dente; dried will take longer, about 5-6 mins. Drain and leave in the colander.
Heat 1 tbsp of the oil, add the onion and cabbage and sauté for 5 mins until softened. Add the mushrooms and some spring onions, and sauté for 1 more min. Pour in the remaining sesame oil and the noodles. If using cold noodles, let them heat through before adding the ingredients for the sauce – otherwise tip in straight away and keep stir-frying until sticky and piping hot. Sprinkle with the remaining spring onions.","['Udon Noodles', 'Sesame Seed Oil', 'Onion', 'Cabbage', 'Shiitake Mushrooms', 'Spring Onions', 'Mirin', 'Soy Sauce', 'Caster Sugar', 'Worcestershire Sauce']","['250g', '2 tbs', '1 sliced', '0.25', '10', '4', '4 tbsp', '2 tbs', '1 tblsp ', '1 tblsp ']",https://www.themealdb.com/images/media/meals/wrustq1511475474.jpg,https://www.bbcgoodfood.com/recipes/yaki-udon
388,52815,French Lentils With Garlic and Thyme,Miscellaneous,French,"Place a large saucepan over medium heat and add oil. When hot, add chopped vegetables and sauté until softened, 5 to 10 minutes.
Add 6 cups water, lentils, thyme, bay leaves and salt. Bring to a boil, then reduce to a fast simmer.
Simmer lentils until they are tender and have absorbed most of the water, 20 to 25 minutes. If necessary, drain any excess water after lentils have cooked. Serve immediately, or allow them to cool and reheat later.
For a fuller taste, use some chicken stock and reduce the water by the same amount.","['Olive Oil', 'Onion', 'Garlic', 'Carrot', 'French Lentils', 'Thyme', 'Bay Leaf', 'Salt', 'Celery']","['3 tablespoons', '1', '2 cloves', '1', '2 1/4 cups', '1 teaspoon', '3', '1 tablespoon', '2 sticks']",https://www.themealdb.com/images/media/meals/vwwspt1487394060.jpg,
389,52803,Beef Wellington,Beef,British,"Put the mushrooms into a food processor with some seasoning and pulse to a rough paste. Scrape the paste into a pan and cook over a high heat for about 10 mins, tossing frequently, to cook out the moisture from the mushrooms. Spread out on a plate to cool.
Heat in a frying pan and add a little olive oil. Season the beef and sear in the hot pan for 30 secs only on each side. (You don't want to cook it at this stage, just colour it). Remove the beef from the pan and leave to cool, then brush all over with the mustard.
Lay a sheet of cling film on a work surface and arrange the Parma ham slices on it, in slightly overlapping rows. With a palette knife, spread the mushroom paste over the ham, then place the seared beef fillet in the middle. Keeping a tight hold of the cling film from the edge, neatly roll the Parma ham and mushrooms around the beef to form a tight barrel shape. Twist the ends of the cling film to secure. Chill for 15-20 mins to allow the beef to set and keep its shape.
Roll out the puff pastry on a floured surface to a large rectangle, the thickness of a £1 coin. Remove the cling film from the beef, then lay in the centre. Brush the surrounding pastry with egg yolk. Fold the ends over, the wrap the pastry around the beef, cutting off any excess. Turn over, so the seam is underneath, and place on a baking sheet. Brush over all the pastry with egg and chill for about 15 mins to let the pastry rest.
Heat the oven to 200C, 400F, gas 6.
Lightly score the pastry at 1cm intervals and glaze again with beaten egg yolk. Bake for 20 minutes, then lower the oven setting to 180C, 350F, gas 4 and cook for another 15 mins. Allow to rest for 10-15 mins before slicing and serving with the side dishes of your choice. The beef should still be pink in the centre when you serve it.","['mushrooms', 'English Mustard', 'Olive Oil', 'Beef Fillet', 'Parma ham', 'Puff Pastry', 'Flour', 'Egg Yolks']","['400g', '1-2tbsp', 'Dash', '750g piece', '6-8 slices', '500g', 'Dusting', '2 Beaten ']",https://www.themealdb.com/images/media/meals/vvpprx1487325699.jpg,http://www.goodtoknow.co.uk/recipes/164868/Gordon-Ramsay-s-beef-Wellington
390,52773,Honey Teriyaki Salmon,Seafood,Japanese,"Mix all the ingredients in the Honey Teriyaki Glaze together. Whisk to blend well. Combine the salmon and the Glaze together.

Heat up a skillet on medium-low heat. Add the oil, Pan-fry the salmon on both sides until it’s completely cooked inside and the glaze thickens.

Garnish with sesame and serve immediately.","['Salmon', 'Olive oil', 'Soy Sauce', 'Sake', 'Sesame Seed']","['1 lb', '1 tablespoon', '2 tablespoons', '2 tablespoons', '4 tablespoons']",https://www.themealdb.com/images/media/meals/xxyupu1468262513.jpg,
391,52856,Choc Chip Pecan Pie,Dessert,American,"First, make the pastry. Tip the ingredients into a food processor with 1 /4 tsp salt. Blend until the mixture resembles breadcrumbs. Drizzle 2-3 tsp cold water into the funnel while the blade is running – the mixture should start to clump together. Tip onto a work surface and bring together, kneading briefly into a ball. Pat into a disc, wrap in cling film, and chill for at least 20 mins. Heat oven to 200C/180C fan/gas 6.

Remove the pastry from the fridge and leave at room temperature for 5 mins to soften. Flour the work surface, then unwrap the pastry and roll to a circle the thickness of a £1 coin. Use the pastry to line a deep, 23cm round fluted tin – mine was about 3cm deep. Press the pastry into the corners and up the sides, making sure there are no gaps. Leave 1cm pastry overhanging (save some of the pastry scraps for later). Line with baking parchment (scrunch it up first to make it more pliable) and fill with baking beans. Blind-bake for 15-20 mins until the sides are set, then remove the parchment and beans and return to the oven for 5 mins until golden brown. Trim the pastry so it’s flush with the top of the tin – a small serrated knife is best for this. If there are any cracks, patch them up with the pastry scraps.

Meanwhile, weigh the butter, syrup and sugars into a pan, and add 1 /4 tsp salt. Heat until the butter has melted and the sugar dissolved, stirring until smooth. Remove from the heat and cool for 10 mins. Reduce oven to 160C/140C fan/gas 3.

Beat the eggs in a bowl. Add the syrup mixture, vanilla and pecans, and mix until well combined. Pour half the mixture into the tart case, scatter over half the chocolate chips, then cover with the remaining filling and chocolate chips. Bake on the middle shelf for 50-55 mins until set. Remove from the oven and leave to cool, then chill for at least 2 hrs before serving.","['Plain Flour', 'Butter', 'Cream Cheese', 'Icing Sugar', 'Butter', 'Maple Syrup', 'Light Brown Soft Sugar', 'Dark Brown Soft Sugar', 'Eggs', 'Vanilla Extract', 'Pecan Nuts', 'Dark Chocolate Chips']","['300g', '75g', '100g ', '1 tbls', '150g', '200ml', '250g', '100g ', '4', '1 tsp ', '400g', '200g']",https://www.themealdb.com/images/media/meals/rqvwxt1511384809.jpg,https://www.bbcgoodfood.com/recipes/choc-chip-pecan-pie
